Date,Platform,Product_Category,Comment_Text,Sentiment_Ground_Truth
2025-06-30,Facebook,Sofa Cushion,Do you have a showroom in Dhanmondi to test the Sofa Cushion?,Neutral
2025-06-30,Facebook,Spring Mattress,Finally getting good sleep thanks to Swan's Spring Mattress.,Positive
2025-06-29,Website Review,Comforter Set,Soft yet firm. The Comforter Set is perfect.,Positive
2025-06-29,Facebook,Orthopedic Mattress,I am facing specific foam density issues with the Orthopedic Mattress. It sinks too much.,Negative
2025-06-29,Facebook,Memory Foam Pillow,Delivery of my Memory Foam Pillow was delayed by 2 weeks. Unacceptable.,Negative
2025-06-29,Website Review,Supreme Foam,My parents love the Supreme Foam I bought them.,Positive
2025-06-29,Facebook,Orthopedic Mattress,Do you have any discount running on the Orthopedic Mattress?,Neutral
2025-06-29,Facebook,Memory Foam Pillow,I was skeptical but the Memory Foam Pillow is very comfortable.,Positive
2025-06-29,Website Review,Comforter Set,Delivery was super fast and the Comforter Set quality is top notch.,Positive
2025-06-29,Instagram,Comforter Set,My Comforter Set arrived damaged and return process is a nightmare.,Negative
2025-06-29,Instagram,Memory Foam Pillow,"The Memory Foam Pillow is too hard, caused me back pain.",Negative
2025-06-29,Instagram,Comforter Set,Five stars for the Comforter Set!,Positive
2025-06-29,Website Review,Comforter Set,"The Comforter Set is too hard, caused me back pain.",Negative
2025-06-29,Instagram,Orthopedic Mattress,Just received my Orthopedic Mattress and it looks exactly like the pictures.,Positive
2025-06-29,Website Review,Supreme Foam,Soft yet firm. The Supreme Foam is perfect.,Positive
2025-06-29,Instagram,Orthopedic Mattress,My parents love the Orthopedic Mattress I bought them.,Positive
2025-06-29,Instagram,Memory Foam Pillow,Honestly the best investment for my back. The Memory Foam Pillow is amazing.,Positive
2025-06-28,Website Review,Sofa Cushion,My parents love the Sofa Cushion I bought them.,Positive
2025-06-28,Instagram,Supreme Foam,Honestly the best investment for my back. The Supreme Foam is amazing.,Positive
2025-06-28,Instagram,Spring Mattress,Can I pay via EMI for the Spring Mattress?,Neutral
2025-06-28,Instagram,Supreme Foam,Delivery of my Supreme Foam was delayed by 2 weeks. Unacceptable.,Negative
2025-06-28,Instagram,Memory Foam Pillow,My parents love the Memory Foam Pillow I bought them.,Positive
2025-06-28,Website Review,Orthopedic Mattress,Soft yet firm. The Orthopedic Mattress is perfect.,Positive
2025-06-28,Instagram,Memory Foam Pillow,I was skeptical but the Memory Foam Pillow is very comfortable.,Positive
2025-06-28,Facebook,Memory Foam Pillow,Delivery of my Memory Foam Pillow was delayed by 2 weeks. Unacceptable.,Negative
2025-06-28,Facebook,Supreme Foam,My parents love the Supreme Foam I bought them.,Positive
2025-06-28,Website Review,Orthopedic Mattress,Honestly the best investment for my back. The Orthopedic Mattress is amazing.,Positive
2025-06-27,Instagram,Supreme Foam,Just received my Supreme Foam and it looks exactly like the pictures.,Positive
2025-06-27,Instagram,Supreme Foam,How long does delivery take for the Supreme Foam to Chittagong?,Neutral
2025-06-27,Instagram,Spring Mattress,Honestly the best investment for my back. The Spring Mattress is amazing.,Positive
2025-06-27,Website Review,Orthopedic Mattress,I am facing specific foam density issues with the Orthopedic Mattress. It sinks too much.,Negative
2025-06-27,Instagram,Supreme Foam,Honestly the best investment for my back. The Supreme Foam is amazing.,Positive
2025-06-27,Instagram,Sofa Cushion,Just received my Sofa Cushion and it looks exactly like the pictures.,Positive
2025-06-27,Website Review,Comforter Set,Called support 3 times about my Comforter Set but got no response.,Negative
2025-06-27,Website Review,Orthopedic Mattress,What is the warranty period for the Orthopedic Mattress?,Neutral
2025-06-26,Instagram,Sofa Cushion,Can I pay via EMI for the Sofa Cushion?,Neutral
2025-06-26,Facebook,Orthopedic Mattress,How long does delivery take for the Orthopedic Mattress to Chittagong?,Neutral
2025-06-26,Facebook,Supreme Foam,Just received my Supreme Foam and it looks exactly like the pictures.,Positive
2025-06-26,Facebook,Sofa Cushion,"Highly recommend the Sofa Cushion, worth every taka.",Positive
2025-06-26,Website Review,Memory Foam Pillow,Great service and the Memory Foam Pillow feels premium.,Positive
2025-06-26,Instagram,Supreme Foam,Do you have a showroom in Dhanmondi to test the Supreme Foam?,Neutral
2025-06-26,Website Review,Sofa Cushion,Five stars for the Sofa Cushion!,Positive
2025-06-26,Website Review,Orthopedic Mattress,Do you have a showroom in Dhanmondi to test the Orthopedic Mattress?,Neutral
2025-06-26,Facebook,Comforter Set,"Comparing this Comforter Set with the other model, which is better?",Neutral
2025-06-26,Facebook,Orthopedic Mattress,"Don't buy the Orthopedic Mattress, it captures too much heat.",Negative
2025-06-26,Instagram,Comforter Set,I am facing specific foam density issues with the Comforter Set. It sinks too much.,Negative
2025-06-26,Instagram,Memory Foam Pillow,I was skeptical but the Memory Foam Pillow is very comfortable.,Positive
2025-06-26,Facebook,Comforter Set,My parents love the Comforter Set I bought them.,Positive
2025-06-26,Facebook,Orthopedic Mattress,Finally getting good sleep thanks to Swan's Orthopedic Mattress.,Positive
2025-06-25,Website Review,Sofa Cushion,Great service and the Sofa Cushion feels premium.,Positive
2025-06-25,Website Review,Memory Foam Pillow,Finally getting good sleep thanks to Swan's Memory Foam Pillow.,Positive
2025-06-25,Facebook,Memory Foam Pillow,Do you have a showroom in Dhanmondi to test the Memory Foam Pillow?,Neutral
2025-06-25,Website Review,Memory Foam Pillow,"Regret buying the Memory Foam Pillow, the stitching is coming off.",Negative
2025-06-25,Website Review,Comforter Set,Just received my Comforter Set and it looks exactly like the pictures.,Positive
2025-06-25,Website Review,Sofa Cushion,Customer service didn't reply when I asked about my Sofa Cushion warranty.,Negative
2025-06-25,Facebook,Orthopedic Mattress,"Highly recommend the Orthopedic Mattress, worth every taka.",Positive
2025-06-25,Website Review,Orthopedic Mattress,Do you have any discount running on the Orthopedic Mattress?,Neutral
2025-06-25,Instagram,Memory Foam Pillow,Is the Memory Foam Pillow available in grey color?,Neutral
2025-06-25,Facebook,Comforter Set,Does the Comforter Set come with a cover?,Neutral
2025-06-25,Instagram,Spring Mattress,"Not happy with the foam density of the Spring Mattress, feels cheap.",Negative
2025-06-25,Instagram,Supreme Foam,"Highly recommend the Supreme Foam, worth every taka.",Positive
2025-06-25,Website Review,Sofa Cushion,I was skeptical but the Sofa Cushion is very comfortable.,Positive
2025-06-25,Instagram,Memory Foam Pillow,Delivery was super fast and the Memory Foam Pillow quality is top notch.,Positive
2025-06-25,Instagram,Comforter Set,I am facing specific foam density issues with the Comforter Set. It sinks too much.,Negative
2025-06-24,Instagram,Sofa Cushion,I am facing specific foam density issues with the Sofa Cushion. It sinks too much.,Negative
2025-06-24,Facebook,Spring Mattress,Called support 3 times about my Spring Mattress but got no response.,Negative
2025-06-24,Website Review,Memory Foam Pillow,"Not happy with the foam density of the Memory Foam Pillow, feels cheap.",Negative
2025-06-24,Website Review,Spring Mattress,Delivery was super fast and the Spring Mattress quality is top notch.,Positive
2025-06-24,Instagram,Supreme Foam,Delivery of my Supreme Foam was delayed by 2 weeks. Unacceptable.,Negative
2025-06-24,Facebook,Comforter Set,Five stars for the Comforter Set!,Positive
2025-06-24,Website Review,Comforter Set,I was skeptical but the Comforter Set is very comfortable.,Positive
2025-06-24,Instagram,Sofa Cushion,My parents love the Sofa Cushion I bought them.,Positive
2025-06-24,Instagram,Sofa Cushion,Customer service didn't reply when I asked about my Sofa Cushion warranty.,Negative
2025-06-23,Instagram,Supreme Foam,"Don't buy the Supreme Foam, it captures too much heat.",Negative
2025-06-23,Website Review,Memory Foam Pillow,I am facing specific foam density issues with the Memory Foam Pillow. It sinks too much.,Negative
2025-06-23,Instagram,Spring Mattress,My parents love the Spring Mattress I bought them.,Positive
2025-06-23,Website Review,Supreme Foam,Five stars for the Supreme Foam!,Positive
2025-06-23,Website Review,Sofa Cushion,Just received my Sofa Cushion and it looks exactly like the pictures.,Positive
2025-06-23,Instagram,Supreme Foam,Honestly the best investment for my back. The Supreme Foam is amazing.,Positive
2025-06-23,Instagram,Comforter Set,Delivery of my Comforter Set was delayed by 2 weeks. Unacceptable.,Negative
2025-06-23,Facebook,Comforter Set,Soft yet firm. The Comforter Set is perfect.,Positive
2025-06-23,Facebook,Orthopedic Mattress,Five stars for the Orthopedic Mattress!,Positive
2025-06-23,Facebook,Comforter Set,Called support 3 times about my Comforter Set but got no response.,Negative
2025-06-23,Instagram,Comforter Set,My parents love the Comforter Set I bought them.,Positive
2025-06-22,Facebook,Orthopedic Mattress,What is the warranty period for the Orthopedic Mattress?,Neutral
2025-06-22,Instagram,Orthopedic Mattress,What is the warranty period for the Orthopedic Mattress?,Neutral
2025-06-22,Website Review,Memory Foam Pillow,Called support 3 times about my Memory Foam Pillow but got no response.,Negative
2025-06-22,Instagram,Comforter Set,Called support 3 times about my Comforter Set but got no response.,Negative
2025-06-22,Website Review,Orthopedic Mattress,Soft yet firm. The Orthopedic Mattress is perfect.,Positive
2025-06-22,Instagram,Supreme Foam,I was skeptical but the Supreme Foam is very comfortable.,Positive
2025-06-22,Facebook,Spring Mattress,Honestly the best investment for my back. The Spring Mattress is amazing.,Positive
2025-06-22,Instagram,Comforter Set,"Highly recommend the Comforter Set, worth every taka.",Positive
2025-06-22,Instagram,Orthopedic Mattress,Is the Orthopedic Mattress available in grey color?,Neutral
2025-06-22,Website Review,Orthopedic Mattress,Five stars for the Orthopedic Mattress!,Positive
2025-06-22,Website Review,Orthopedic Mattress,"The Orthopedic Mattress is too hard, caused me back pain.",Negative
2025-06-21,Instagram,Sofa Cushion,"Don't buy the Sofa Cushion, it captures too much heat.",Negative
2025-06-21,Facebook,Supreme Foam,"Comparing this Supreme Foam with the other model, which is better?",Neutral
2025-06-21,Facebook,Comforter Set,"Highly recommend the Comforter Set, worth every taka.",Positive
2025-06-21,Facebook,Sofa Cushion,I am facing specific foam density issues with the Sofa Cushion. It sinks too much.,Negative
2025-06-21,Instagram,Supreme Foam,The Supreme Foam smells of chemicals even after a week.,Negative
2025-06-21,Website Review,Memory Foam Pillow,What is the warranty period for the Memory Foam Pillow?,Neutral
2025-06-21,Website Review,Orthopedic Mattress,I was skeptical but the Orthopedic Mattress is very comfortable.,Positive
2025-06-21,Instagram,Sofa Cushion,"Not happy with the foam density of the Sofa Cushion, feels cheap.",Negative
2025-06-21,Instagram,Spring Mattress,Great service and the Spring Mattress feels premium.,Positive
2025-06-21,Instagram,Orthopedic Mattress,Just received my Orthopedic Mattress and it looks exactly like the pictures.,Positive
2025-06-21,Website Review,Spring Mattress,Called support 3 times about my Spring Mattress but got no response.,Negative
2025-06-21,Website Review,Orthopedic Mattress,Delivery was super fast and the Orthopedic Mattress quality is top notch.,Positive
2025-06-21,Instagram,Supreme Foam,Delivery was super fast and the Supreme Foam quality is top notch.,Positive
2025-06-20,Website Review,Memory Foam Pillow,"Don't buy the Memory Foam Pillow, it captures too much heat.",Negative
2025-06-20,Facebook,Comforter Set,"Don't buy the Comforter Set, it captures too much heat.",Negative
2025-06-20,Website Review,Supreme Foam,Is the Supreme Foam available in grey color?,Neutral
2025-06-20,Instagram,Supreme Foam,Great service and the Supreme Foam feels premium.,Positive
2025-06-20,Facebook,Comforter Set,"Don't buy the Comforter Set, it captures too much heat.",Negative
2025-06-20,Website Review,Memory Foam Pillow,Five stars for the Memory Foam Pillow!,Positive
2025-06-20,Instagram,Supreme Foam,Customer service didn't reply when I asked about my Supreme Foam warranty.,Negative
2025-06-20,Website Review,Comforter Set,Is the Comforter Set available in King Size?,Neutral
2025-06-20,Website Review,Memory Foam Pillow,The Memory Foam Pillow smells of chemicals even after a week.,Negative
2025-06-20,Instagram,Orthopedic Mattress,Can I pay via EMI for the Orthopedic Mattress?,Neutral
2025-06-20,Facebook,Orthopedic Mattress,Customer service didn't reply when I asked about my Orthopedic Mattress warranty.,Negative
2025-06-20,Facebook,Spring Mattress,Finally getting good sleep thanks to Swan's Spring Mattress.,Positive
2025-06-19,Facebook,Spring Mattress,"Regret buying the Spring Mattress, the stitching is coming off.",Negative
2025-06-19,Instagram,Sofa Cushion,Is the Sofa Cushion washable?,Neutral
2025-06-19,Facebook,Comforter Set,Great service and the Comforter Set feels premium.,Positive
2025-06-19,Website Review,Memory Foam Pillow,"Not happy with the foam density of the Memory Foam Pillow, feels cheap.",Negative
2025-06-19,Instagram,Orthopedic Mattress,My parents love the Orthopedic Mattress I bought them.,Positive
2025-06-19,Facebook,Orthopedic Mattress,"Comparing this Orthopedic Mattress with the other model, which is better?",Neutral
2025-06-19,Instagram,Sofa Cushion,My Sofa Cushion arrived damaged and return process is a nightmare.,Negative
2025-06-19,Facebook,Spring Mattress,My Spring Mattress arrived damaged and return process is a nightmare.,Negative
2025-06-19,Instagram,Supreme Foam,The Supreme Foam smells of chemicals even after a week.,Negative
2025-06-19,Facebook,Orthopedic Mattress,Honestly the best investment for my back. The Orthopedic Mattress is amazing.,Positive
2025-06-19,Facebook,Orthopedic Mattress,Delivery of my Orthopedic Mattress was delayed by 2 weeks. Unacceptable.,Negative
2025-06-19,Instagram,Orthopedic Mattress,Delivery of my Orthopedic Mattress was delayed by 2 weeks. Unacceptable.,Negative
2025-06-18,Facebook,Supreme Foam,Delivery of my Supreme Foam was delayed by 2 weeks. Unacceptable.,Negative
2025-06-18,Website Review,Sofa Cushion,"Highly recommend the Sofa Cushion, worth every taka.",Positive
2025-06-18,Facebook,Comforter Set,Just received my Comforter Set and it looks exactly like the pictures.,Positive
2025-06-18,Instagram,Memory Foam Pillow,My parents love the Memory Foam Pillow I bought them.,Positive
2025-06-18,Instagram,Supreme Foam,Do you have any discount running on the Supreme Foam?,Neutral
2025-06-18,Facebook,Sofa Cushion,What is the warranty period for the Sofa Cushion?,Neutral
2025-06-18,Instagram,Sofa Cushion,Honestly the best investment for my back. The Sofa Cushion is amazing.,Positive
2025-06-18,Website Review,Orthopedic Mattress,Customer service didn't reply when I asked about my Orthopedic Mattress warranty.,Negative
2025-06-18,Facebook,Orthopedic Mattress,Just received my Orthopedic Mattress and it looks exactly like the pictures.,Positive
2025-06-18,Facebook,Sofa Cushion,"Highly recommend the Sofa Cushion, worth every taka.",Positive
2025-06-18,Instagram,Memory Foam Pillow,Called support 3 times about my Memory Foam Pillow but got no response.,Negative
2025-06-18,Facebook,Comforter Set,Called support 3 times about my Comforter Set but got no response.,Negative
2025-06-17,Facebook,Memory Foam Pillow,"Not happy with the foam density of the Memory Foam Pillow, feels cheap.",Negative
2025-06-17,Facebook,Spring Mattress,Is the Spring Mattress available in grey color?,Neutral
2025-06-17,Website Review,Memory Foam Pillow,"Highly recommend the Memory Foam Pillow, worth every taka.",Positive
2025-06-17,Website Review,Orthopedic Mattress,Delivery was super fast and the Orthopedic Mattress quality is top notch.,Positive
2025-06-17,Website Review,Supreme Foam,Finally getting good sleep thanks to Swan's Supreme Foam.,Positive
2025-06-17,Website Review,Sofa Cushion,"The Sofa Cushion is too hard, caused me back pain.",Negative
2025-06-17,Facebook,Comforter Set,Does the Comforter Set come with a cover?,Neutral
2025-06-17,Facebook,Orthopedic Mattress,Is the Orthopedic Mattress available in grey color?,Neutral
2025-06-17,Facebook,Memory Foam Pillow,Just received my Memory Foam Pillow and it looks exactly like the pictures.,Positive
2025-06-17,Website Review,Supreme Foam,Is the Supreme Foam available in grey color?,Neutral
2025-06-17,Instagram,Spring Mattress,Is the Spring Mattress available in King Size?,Neutral
2025-06-17,Facebook,Memory Foam Pillow,Delivery was super fast and the Memory Foam Pillow quality is top notch.,Positive
2025-06-17,Facebook,Comforter Set,Finally getting good sleep thanks to Swan's Comforter Set.,Positive
2025-06-17,Website Review,Orthopedic Mattress,Customer service didn't reply when I asked about my Orthopedic Mattress warranty.,Negative
2025-06-17,Instagram,Orthopedic Mattress,My Orthopedic Mattress arrived damaged and return process is a nightmare.,Negative
2025-06-16,Website Review,Spring Mattress,Finally getting good sleep thanks to Swan's Spring Mattress.,Positive
2025-06-16,Website Review,Sofa Cushion,I am facing specific foam density issues with the Sofa Cushion. It sinks too much.,Negative
2025-06-16,Instagram,Memory Foam Pillow,What is the warranty period for the Memory Foam Pillow?,Neutral
2025-06-16,Facebook,Sofa Cushion,Does the Sofa Cushion come with a cover?,Neutral
2025-06-16,Facebook,Comforter Set,Five stars for the Comforter Set!,Positive
2025-06-16,Facebook,Sofa Cushion,"Don't buy the Sofa Cushion, it captures too much heat.",Negative
2025-06-16,Instagram,Comforter Set,Honestly the best investment for my back. The Comforter Set is amazing.,Positive
2025-06-16,Instagram,Orthopedic Mattress,My Orthopedic Mattress arrived damaged and return process is a nightmare.,Negative
2025-06-16,Instagram,Spring Mattress,"Not happy with the foam density of the Spring Mattress, feels cheap.",Negative
2025-06-16,Facebook,Sofa Cushion,Honestly the best investment for my back. The Sofa Cushion is amazing.,Positive
2025-06-16,Facebook,Sofa Cushion,Customer service didn't reply when I asked about my Sofa Cushion warranty.,Negative
2025-06-16,Website Review,Spring Mattress,Customer service didn't reply when I asked about my Spring Mattress warranty.,Negative
2025-06-16,Facebook,Memory Foam Pillow,Called support 3 times about my Memory Foam Pillow but got no response.,Negative
2025-06-16,Instagram,Orthopedic Mattress,Delivery of my Orthopedic Mattress was delayed by 2 weeks. Unacceptable.,Negative
2025-06-15,Website Review,Supreme Foam,"Highly recommend the Supreme Foam, worth every taka.",Positive
2025-06-15,Website Review,Orthopedic Mattress,"Regret buying the Orthopedic Mattress, the stitching is coming off.",Negative
2025-06-15,Instagram,Spring Mattress,"Regret buying the Spring Mattress, the stitching is coming off.",Negative
2025-06-15,Facebook,Comforter Set,How long does delivery take for the Comforter Set to Chittagong?,Neutral
2025-06-15,Website Review,Sofa Cushion,My parents love the Sofa Cushion I bought them.,Positive
2025-06-15,Instagram,Sofa Cushion,The Sofa Cushion smells of chemicals even after a week.,Negative
2025-06-15,Facebook,Supreme Foam,"Highly recommend the Supreme Foam, worth every taka.",Positive
2025-06-15,Facebook,Spring Mattress,Finally getting good sleep thanks to Swan's Spring Mattress.,Positive
2025-06-15,Instagram,Spring Mattress,Do you have a showroom in Dhanmondi to test the Spring Mattress?,Neutral
2025-06-14,Instagram,Comforter Set,I am facing specific foam density issues with the Comforter Set. It sinks too much.,Negative
2025-06-14,Facebook,Spring Mattress,My parents love the Spring Mattress I bought them.,Positive
2025-06-14,Website Review,Comforter Set,Soft yet firm. The Comforter Set is perfect.,Positive
2025-06-14,Website Review,Supreme Foam,Just received my Supreme Foam and it looks exactly like the pictures.,Positive
2025-06-14,Website Review,Spring Mattress,"Highly recommend the Spring Mattress, worth every taka.",Positive
2025-06-14,Instagram,Comforter Set,Great service and the Comforter Set feels premium.,Positive
2025-06-14,Instagram,Spring Mattress,Just received my Spring Mattress and it looks exactly like the pictures.,Positive
2025-06-13,Facebook,Sofa Cushion,Called support 3 times about my Sofa Cushion but got no response.,Negative
2025-06-13,Instagram,Supreme Foam,Do you have a showroom in Dhanmondi to test the Supreme Foam?,Neutral
2025-06-13,Website Review,Spring Mattress,Do you have any discount running on the Spring Mattress?,Neutral
2025-06-13,Website Review,Memory Foam Pillow,Soft yet firm. The Memory Foam Pillow is perfect.,Positive
2025-06-13,Facebook,Spring Mattress,Soft yet firm. The Spring Mattress is perfect.,Positive
2025-06-13,Instagram,Comforter Set,Delivery was super fast and the Comforter Set quality is top notch.,Positive
2025-06-13,Website Review,Orthopedic Mattress,Does the Orthopedic Mattress come with a cover?,Neutral
2025-06-13,Facebook,Spring Mattress,Honestly the best investment for my back. The Spring Mattress is amazing.,Positive
2025-06-13,Facebook,Spring Mattress,Do you have a showroom in Dhanmondi to test the Spring Mattress?,Neutral
2025-06-13,Instagram,Memory Foam Pillow,The Memory Foam Pillow smells of chemicals even after a week.,Negative
2025-06-13,Instagram,Sofa Cushion,Great service and the Sofa Cushion feels premium.,Positive
2025-06-13,Instagram,Orthopedic Mattress,Soft yet firm. The Orthopedic Mattress is perfect.,Positive
2025-06-12,Facebook,Spring Mattress,"Highly recommend the Spring Mattress, worth every taka.",Positive
2025-06-12,Website Review,Memory Foam Pillow,My parents love the Memory Foam Pillow I bought them.,Positive
2025-06-12,Instagram,Memory Foam Pillow,"Comparing this Memory Foam Pillow with the other model, which is better?",Neutral
2025-06-12,Facebook,Supreme Foam,I am facing specific foam density issues with the Supreme Foam. It sinks too much.,Negative
2025-06-12,Instagram,Spring Mattress,Can I pay via EMI for the Spring Mattress?,Neutral
2025-06-12,Facebook,Orthopedic Mattress,Do you have any discount running on the Orthopedic Mattress?,Neutral
2025-06-12,Website Review,Sofa Cushion,"Don't buy the Sofa Cushion, it captures too much heat.",Negative
2025-06-12,Facebook,Comforter Set,Do you have any discount running on the Comforter Set?,Neutral
2025-06-12,Instagram,Supreme Foam,"Regret buying the Supreme Foam, the stitching is coming off.",Negative
2025-06-12,Website Review,Comforter Set,Called support 3 times about my Comforter Set but got no response.,Negative
2025-06-12,Website Review,Orthopedic Mattress,Delivery was super fast and the Orthopedic Mattress quality is top notch.,Positive
2025-06-12,Facebook,Sofa Cushion,"Don't buy the Sofa Cushion, it captures too much heat.",Negative
2025-06-12,Website Review,Supreme Foam,"Not happy with the foam density of the Supreme Foam, feels cheap.",Negative
2025-06-11,Instagram,Supreme Foam,My parents love the Supreme Foam I bought them.,Positive
2025-06-11,Facebook,Comforter Set,Customer service didn't reply when I asked about my Comforter Set warranty.,Negative
2025-06-11,Facebook,Spring Mattress,"Comparing this Spring Mattress with the other model, which is better?",Neutral
2025-06-11,Website Review,Sofa Cushion,Finally getting good sleep thanks to Swan's Sofa Cushion.,Positive
2025-06-11,Facebook,Spring Mattress,Finally getting good sleep thanks to Swan's Spring Mattress.,Positive
2025-06-11,Website Review,Supreme Foam,Soft yet firm. The Supreme Foam is perfect.,Positive
2025-06-11,Facebook,Sofa Cushion,Finally getting good sleep thanks to Swan's Sofa Cushion.,Positive
2025-06-11,Instagram,Spring Mattress,"Don't buy the Spring Mattress, it captures too much heat.",Negative
2025-06-11,Facebook,Supreme Foam,"Regret buying the Supreme Foam, the stitching is coming off.",Negative
2025-06-11,Instagram,Spring Mattress,Is the Spring Mattress washable?,Neutral
2025-06-11,Instagram,Sofa Cushion,I was skeptical but the Sofa Cushion is very comfortable.,Positive
2025-06-10,Website Review,Orthopedic Mattress,"The Orthopedic Mattress is too hard, caused me back pain.",Negative
2025-06-10,Website Review,Comforter Set,Great service and the Comforter Set feels premium.,Positive
2025-06-10,Website Review,Sofa Cushion,Just received my Sofa Cushion and it looks exactly like the pictures.,Positive
2025-06-10,Facebook,Comforter Set,Soft yet firm. The Comforter Set is perfect.,Positive
2025-06-10,Instagram,Spring Mattress,My parents love the Spring Mattress I bought them.,Positive
2025-06-10,Instagram,Comforter Set,Is the Comforter Set washable?,Neutral
2025-06-10,Instagram,Comforter Set,"Highly recommend the Comforter Set, worth every taka.",Positive
2025-06-10,Instagram,Supreme Foam,"The Supreme Foam is too hard, caused me back pain.",Negative
2025-06-10,Website Review,Comforter Set,"Don't buy the Comforter Set, it captures too much heat.",Negative
2025-06-09,Facebook,Memory Foam Pillow,"Highly recommend the Memory Foam Pillow, worth every taka.",Positive
2025-06-09,Instagram,Orthopedic Mattress,My Orthopedic Mattress arrived damaged and return process is a nightmare.,Negative
2025-06-09,Website Review,Memory Foam Pillow,Delivery of my Memory Foam Pillow was delayed by 2 weeks. Unacceptable.,Negative
2025-06-09,Website Review,Orthopedic Mattress,My Orthopedic Mattress arrived damaged and return process is a nightmare.,Negative
2025-06-09,Website Review,Memory Foam Pillow,Delivery was super fast and the Memory Foam Pillow quality is top notch.,Positive
2025-06-09,Facebook,Orthopedic Mattress,Delivery was super fast and the Orthopedic Mattress quality is top notch.,Positive
2025-06-09,Website Review,Sofa Cushion,Do you have any discount running on the Sofa Cushion?,Neutral
2025-06-09,Instagram,Sofa Cushion,Soft yet firm. The Sofa Cushion is perfect.,Positive
2025-06-09,Facebook,Orthopedic Mattress,Great service and the Orthopedic Mattress feels premium.,Positive
2025-06-09,Facebook,Sofa Cushion,Soft yet firm. The Sofa Cushion is perfect.,Positive
2025-06-09,Instagram,Sofa Cushion,Five stars for the Sofa Cushion!,Positive
2025-06-08,Facebook,Spring Mattress,Great service and the Spring Mattress feels premium.,Positive
2025-06-08,Instagram,Orthopedic Mattress,Just received my Orthopedic Mattress and it looks exactly like the pictures.,Positive
2025-06-08,Website Review,Sofa Cushion,Honestly the best investment for my back. The Sofa Cushion is amazing.,Positive
2025-06-08,Instagram,Comforter Set,What is the warranty period for the Comforter Set?,Neutral
2025-06-08,Instagram,Orthopedic Mattress,Soft yet firm. The Orthopedic Mattress is perfect.,Positive
2025-06-08,Instagram,Sofa Cushion,Do you have a showroom in Dhanmondi to test the Sofa Cushion?,Neutral
2025-06-08,Website Review,Sofa Cushion,Finally getting good sleep thanks to Swan's Sofa Cushion.,Positive
2025-06-08,Facebook,Memory Foam Pillow,Is the Memory Foam Pillow available in King Size?,Neutral
2025-06-08,Facebook,Orthopedic Mattress,Five stars for the Orthopedic Mattress!,Positive
2025-06-08,Website Review,Orthopedic Mattress,Delivery was super fast and the Orthopedic Mattress quality is top notch.,Positive
2025-06-07,Facebook,Comforter Set,Delivery was super fast and the Comforter Set quality is top notch.,Positive
2025-06-07,Facebook,Sofa Cushion,Is the Sofa Cushion available in King Size?,Neutral
2025-06-07,Facebook,Supreme Foam,Great service and the Supreme Foam feels premium.,Positive
2025-06-07,Facebook,Supreme Foam,Called support 3 times about my Supreme Foam but got no response.,Negative
2025-06-07,Facebook,Spring Mattress,My Spring Mattress arrived damaged and return process is a nightmare.,Negative
2025-06-07,Facebook,Memory Foam Pillow,"The Memory Foam Pillow is too hard, caused me back pain.",Negative
2025-06-07,Instagram,Orthopedic Mattress,Honestly the best investment for my back. The Orthopedic Mattress is amazing.,Positive
2025-06-07,Instagram,Orthopedic Mattress,Finally getting good sleep thanks to Swan's Orthopedic Mattress.,Positive
2025-06-07,Facebook,Supreme Foam,Honestly the best investment for my back. The Supreme Foam is amazing.,Positive
2025-06-07,Facebook,Memory Foam Pillow,My Memory Foam Pillow arrived damaged and return process is a nightmare.,Negative
2025-06-07,Instagram,Orthopedic Mattress,Delivery of my Orthopedic Mattress was delayed by 2 weeks. Unacceptable.,Negative
2025-06-07,Facebook,Supreme Foam,Delivery of my Supreme Foam was delayed by 2 weeks. Unacceptable.,Negative
2025-06-07,Website Review,Comforter Set,Is the Comforter Set washable?,Neutral
2025-06-06,Website Review,Sofa Cushion,What is the warranty period for the Sofa Cushion?,Neutral
2025-06-06,Instagram,Spring Mattress,"Regret buying the Spring Mattress, the stitching is coming off.",Negative
2025-06-06,Facebook,Sofa Cushion,Is the Sofa Cushion washable?,Neutral
2025-06-06,Facebook,Comforter Set,Five stars for the Comforter Set!,Positive
2025-06-06,Facebook,Comforter Set,"The Comforter Set is too hard, caused me back pain.",Negative
2025-06-06,Facebook,Spring Mattress,Do you have a showroom in Dhanmondi to test the Spring Mattress?,Neutral
2025-06-06,Instagram,Orthopedic Mattress,Can I pay via EMI for the Orthopedic Mattress?,Neutral
2025-06-06,Facebook,Supreme Foam,Do you have a showroom in Dhanmondi to test the Supreme Foam?,Neutral
2025-06-06,Facebook,Memory Foam Pillow,Soft yet firm. The Memory Foam Pillow is perfect.,Positive
2025-06-06,Facebook,Sofa Cushion,Honestly the best investment for my back. The Sofa Cushion is amazing.,Positive
2025-06-05,Facebook,Supreme Foam,"Regret buying the Supreme Foam, the stitching is coming off.",Negative
2025-06-05,Facebook,Comforter Set,Called support 3 times about my Comforter Set but got no response.,Negative
2025-06-05,Instagram,Orthopedic Mattress,I was skeptical but the Orthopedic Mattress is very comfortable.,Positive
2025-06-05,Instagram,Supreme Foam,Honestly the best investment for my back. The Supreme Foam is amazing.,Positive
2025-06-05,Facebook,Spring Mattress,Delivery of my Spring Mattress was delayed by 2 weeks. Unacceptable.,Negative
